Date,Open,High,Low,Close,Adj Close,Volume
2008-08-01,46.619999,49.299999,45.759998,46.970001,23.702959,22572300
2008-09-01,47.209999,47.560001,41.490002,43.459999,21.931671,41681300
2008-10-01,42.869999,44.020000,32.840000,38.700001,19.529581,68690200
2008-11-01,38.970001,40.360001,31.020000,34.439999,17.599340,32653300
2008-12-01,34.189999,37.900002,31.990000,37.270000,19.045509,41719000
2009-01-01,36.520000,39.590000,33.240002,35.259998,18.018373,37374000
2009-02-01,34.340000,37.630001,29.790001,30.129999,15.396869,42155400
2009-03-01,29.360001,31.410000,27.150000,31.070000,16.096231,56080300
2009-04-01,30.430000,31.930000,28.670000,30.760000,15.935635,65610000
2009-05-01,30.809999,34.119999,30.370001,33.709999,17.700668,53060200
2009-06-01,34.180000,36.910000,32.680000,35.340000,18.556555,40341300
2009-07-01,35.599998,39.000000,34.340000,38.290001,20.105558,30784500
2009-08-01,38.840000,40.490002,37.730000,39.099998,20.778461,22967700
2009-09-01,39.119999,40.240002,38.400002,39.509998,20.996340,25708000
2009-10-01,39.459999,42.180000,38.299999,41.160000,21.873184,33220000
2009-11-01,40.450001,42.980000,39.820000,41.470001,22.037918,34754300
2009-12-01,42.380001,43.470001,41.299999,42.250000,22.727816,27241400
2010-01-01,43.080002,43.130001,38.950001,39.009998,20.984901,41585000
2010-02-01,38.709999,39.590000,36.709999,37.139999,19.978958,45454200
2010-03-01,36.750000,39.250000,36.660000,38.520000,21.035181,36847000
2010-04-01,38.470001,39.910000,37.009998,37.290001,20.363489,40070700
2010-05-01,37.450001,37.580002,32.150002,33.459999,18.271986,47378600
2010-06-01,33.860001,36.650002,33.189999,34.009998,18.806459,46197000
2010-07-01,34.139999,38.000000,33.549999,35.169998,19.447897,65886000
2010-08-01,35.630001,38.349998,35.540001,37.400002,20.945292,34320300
2010-09-01,38.630001,40.590000,38.410000,39.520000,22.132572,42723200
2010-10-01,39.980000,42.099998,39.020000,39.040001,21.863754,39840800
2010-11-01,39.459999,40.990002,37.910000,38.279999,21.712156,61219800
2010-12-01,38.400002,40.090000,38.290001,39.220001,22.245323,29721500
2011-01-01,39.169998,39.900002,36.279999,36.330002,20.606136,59181400
2011-02-01,36.869999,39.310001,36.770000,38.610001,21.899342,55068800
2011-03-01,38.470001,38.820000,36.389999,38.410000,22.135035,49776800
2011-04-01,38.490002,43.700001,38.439999,43.660000,25.160522,53003900
2011-05-01,43.290001,44.099998,42.200001,43.459999,25.045261,52513800
2011-06-01,43.279999,43.410000,40.549999,42.900002,25.024727,40390600
2011-07-01,42.549999,45.340000,42.529999,44.419998,25.911386,47896000
2011-08-01,44.790001,44.820000,38.759998,42.830002,24.983900,101555800
2011-09-01,42.880001,43.200001,39.919998,41.290001,24.373726,65058000
2011-10-01,40.830002,45.680000,40.080002,44.790001,26.439802,69096100
2011-11-01,43.689999,45.090000,41.500000,44.480000,26.256796,59058700
2011-12-01,44.520000,45.849998,43.680000,45.630001,27.272984,45321000
2012-01-01,46.049999,46.500000,43.619999,44.540001,26.621502,49317100
2012-02-01,44.980000,45.570000,44.070000,44.310001,26.484028,48460200
2012-03-01,44.660000,45.799999,44.000000,44.910000,27.337111,41750300
2012-04-01,45.200001,47.480000,44.470001,46.230000,28.140610,51286900
2012-05-01,46.709999,46.939999,43.549999,44.110001,26.850143,47141700
2012-06-01,43.799999,46.360001,43.299999,45.570000,28.069771,49661700
2012-07-01,45.619999,46.790001,43.770000,46.000000,28.334633,51862100
2012-08-01,46.380001,47.400002,45.259998,45.490002,28.020491,42004200
2012-09-01,45.090000,47.500000,44.950001,46.240002,28.804897,34955000
2012-10-01,46.669998,47.700001,44.619999,44.900002,27.970163,41709100
2012-11-01,45.029999,45.049999,41.680000,43.009998,26.792791,56089600
2012-12-01,43.000000,44.540001,42.990002,43.470001,27.450615,55489900
2013-01-01,44.259998,45.959999,43.750000,45.610001,28.801994,46281800
2013-02-01,45.810001,46.000000,43.980000,44.029999,27.804237,47538200
2013-03-01,43.759998,47.080002,43.680000,46.910000,30.073555,48003300
2013-04-01,46.599998,52.540001,46.380001,51.639999,33.105919,79018500
2013-05-01,51.570000,54.000000,50.590000,51.770000,33.189270,46560500
2013-06-01,52.150002,53.459999,48.299999,49.970001,32.382881,56370200
2013-07-01,50.580002,52.980000,50.189999,50.959999,33.024445,39153700
2013-08-01,51.660000,52.459999,50.750000,50.889999,32.979099,46182600
2013-09-01,52.130001,52.169998,49.959999,50.169998,32.862797,49294500
2013-10-01,50.349998,52.950001,49.009998,52.630001,34.474171,51527700
2013-11-01,52.520000,53.779999,51.520000,52.919998,34.664124,58068500
2013-12-01,53.009998,53.389999,50.500000,53.389999,35.389763,41654300
2014-01-01,52.889999,55.070000,51.040001,51.540001,34.163494,50251000
2014-02-01,51.849998,56.730000,50.650002,55.939999,37.080048,51328600
2014-03-01,55.490002,56.599998,52.599998,53.430000,35.891376,43126100
2014-04-01,52.840000,56.480000,51.389999,55.369999,37.194557,59612700
2014-05-01,55.330002,55.630001,53.779999,53.939999,36.233967,59908900
2014-06-01,53.529999,54.750000,53.020000,53.480000,36.343906,37764500
2014-07-01,54.340000,54.779999,48.009998,48.369999,32.871254,87739000
2014-08-01,47.580002,49.240002,46.009998,49.099998,33.367352,76208600
2014-09-01,48.330002,48.770000,45.970001,45.970001,31.661737,108986100
2014-10-01,46.020000,46.220001,41.910000,45.490002,31.331131,144140400
2014-11-01,45.490002,46.730000,44.689999,46.450001,31.992329,56323900
2014-12-01,46.939999,47.180000,41.290001,42.740002,29.838551,93430200
2015-01-01,42.700001,45.570000,41.250000,44.000000,30.718208,84397000
2015-02-01,44.110001,47.970001,43.709999,47.419998,33.105846,78012700
2015-03-01,47.480000,49.080002,45.320000,46.150002,32.695492,71805500
2015-04-01,46.820000,48.450001,45.959999,46.150002,32.695492,69279100
2015-05-01,46.110001,46.759998,43.730000,44.369999,31.434425,78493400
2015-06-01,44.410000,44.459999,41.520000,41.650002,29.888369,92743200
2015-07-01,42.220001,43.709999,41.189999,43.439999,31.172876,92063900
2015-08-01,43.599998,45.490002,39.270000,40.930000,29.371687,78412000
2015-09-01,39.939999,41.070000,37.240002,38.450001,27.962317,76651500
2015-10-01,39.020000,43.680000,38.279999,43.060001,31.314878,96994400
2015-11-01,43.060001,43.279999,39.619999,40.509998,29.460424,66564600
2015-12-01,40.709999,41.459999,38.650002,40.349998,29.761034,63209900
